log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
2438,800b43f6-685f-417c-9e9c-4344248dc651,11312,9-Aug,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.7,NA,10
2439,8063b964-01cc-4a72-843d-6b5a00690c18,24632,23-Aug,NA,dibis,59,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.4,NA,10
2440,806d0913-e451-4227-b0ff-3750b354636e,NA,23-Jul,baghdad,al.kadhmiyah,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8,NA,10
2441,808e96f9-e86b-420d-9d83-9b87f7a5f8cb,15614,7-Sep,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9,NA,10
2442,80b33c0a-ee23-4dce-91c8-7c87b91a4ec7,NA,14-Aug,al.sulaymaniyah,rania,37,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.6,NA,10
2443,80feee72-a09a-48a7-a6ca-b527e561f61a,NA,28-Jul,ninewa,al.hamdaniya,3,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.4,NA,10
2444,812a56cb-9ff9-4182-b78b-0a0afeefe65f,NA,28-Jul,al.anbar,ana,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,4.7,NA,10
2445,815f201e-d520-4382-97b8-985ff179210d,NA,27-Jul,baghdad,al.mahmoudiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.5,NA,10
2446,825a17a8-0d09-4c16-8fb2-b6cbdd82881e,NA,26-Jul,baghdad,al.mahmoudiya,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.2,NA,10
2447,82918d3f-7ffc-4b8d-a9ac-b77e896e6dda,NA,28-Jul,ninewa,al.hamdaniya,5,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.1,NA,10
2448,836e5e8b-59d5-40c8-a143-02ff8d76533f,NA,28-Jul,al.anbar,ana,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.4,NA,10
2449,8370206c-fba0-469a-ba66-af6c318d3691,29570,11-Aug,NA,khanaqin,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.8,NA,10
2450,83a7471c-ddee-4a0c-ba73-d30cf6139e7a,12826,19-Aug,NA,erbil,121,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2451,8405fad0-edce-448b-bc78-01cab326bc24,NA,26-Jul,ninewa,al.baaj,6,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.2,NA,10
2452,8444c9d7-09fe-44b6-957f-3a8774d48ba1,15648,27-Jul,NA,kirkuk,56,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.3,NA,10
2453,8458d3a3-2aa0-47ef-b446-03f151d46180,19555,28-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,0,NA,10
2454,84eb4724-4371-40f1-871e-622ed7806186,NA,22-Jul,baghdad,al.adhamiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2455,85d797a4-d24f-4d2f-a7d9-097561b5e2ed,31749,11-Aug,NA,khanaqin,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.3,NA,10
2456,86275ad7-6653-4dfa-9244-f8e7f269c74f,NA,28-Jul,al.anbar,ana,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.6,NA,10
2457,879fd76c-bd11-4679-9005-913ea1caf55d,24186,28-Jul,NA,duhok,86,interview_duration,"interviews for deletion, less than 12",Deleted,NA,-85106,NA,10
2458,880f68c9-374c-4eb4-94d3-9dfe45e50719,NA,26-Jul,baghdad,al.karkh,16,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.1,NA,10
2459,8896e3c6-a71a-40fc-8473-d1ef853ad0b9,NA,22-Jul,baghdad,al.kadhmiyah,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.4,NA,10
2460,88f59433-9578-42c4-ab73-f3c78a13d26e,31749,11-Aug,NA,khanaqin,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.5,NA,10
2461,897d70e0-b975-4762-872b-47b49eca2a6f,NA,26-Jul,baghdad,al.karkh,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.8,NA,10
2462,89f115ec-abcd-48b0-9292-8afe4e0c0f71,NA,28-Jul,ninewa,al.hamdaniya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2463,8a73a80b-82b1-4fc8-8608-47bd1d95851e,NA,27-Jul,baghdad,al.karkh,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.4,NA,10
2464,8a76e0fb-2810-4370-9799-eb349282ad31,NA,22-Jul,baghdad,al.adhamiya,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.2,NA,10
2465,8af8fb51-1e05-4e7f-b907-199f4d304f87,15242,26-Aug,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.2,NA,10
2466,8b0c1b98-b1fd-48f3-8610-7609f491a3a0,15614,3-Sep,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.9,NA,10
2467,8c433d27-0a45-4019-a0e5-717cbe0fbd7b,24261,27-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7,NA,10
2468,8d264e1b-5583-48f0-897a-29cfff2c7427,NA,26-Jul,baghdad,al.mahmoudiya,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.5,NA,10
2469,8dae3601-ff42-4a31-971a-4812972af1df,NA,28-Jul,al.anbar,ana,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9,NA,10
2470,8df170b9-06df-412e-a46f-2350c49174d4,NA,27-Jul,ninewa,al.baaj,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.9,NA,10
2471,8e4a07fa-7712-4349-967e-4948e6cf50bc,24261,27-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.3,NA,10
2472,8ee88665-cb2a-44f2-8e48-ce8ae480ef6a,NA,22-Jul,baghdad,al.kadhmiyah,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.6,NA,10
2473,8ef0cbd5-fd80-4c3e-9034-ba23744ced14,NA,23-Jul,diyala,al.muqdadiya,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2474,8f318d9b-fb54-48bd-b2bf-4fa1da3f661b,25866,8-Aug,NA,tooz.khurmato,76,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2475,8f633cfd-621d-41a3-a9cb-824adbca0be3,NA,26-Jul,baghdad,al.karkh,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.7,NA,10
2476,9018f865-8d8a-4ea3-b4a8-96e3088db994,15463,24-Aug,NA,dibis,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.7,NA,10
2477,90b4b6eb-52b6-442b-8fd1-ea2c85f9c95c,NA,22-Jul,baghdad,al.adhamiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2478,91ec8999-9a4e-4609-98d2-b528ee93e14f,NA,27-Jul,ninewa,al.baaj,1,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2479,923de032-8e10-4a19-ba04-bc6dd040052d,23740,27-Jul,NA,baquba,8,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2480,924a507d-6018-48ca-aabb-4a71c25f21bb,NA,28-Jul,al.anbar,ana,24,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.3,NA,10
2481,92ee5b5c-46b7-4740-bc3a-49979aa08522,NA,28-Jul,al.anbar,ana,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.3,NA,10
2482,93a690c5-ecf4-42d4-858a-d2a77a636e90,NA,26-Jul,baghdad,al.karkh,22,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.8,NA,10
2483,93f044ca-eea0-42a5-9809-b85cb961c56b,NA,23-Jul,baghdad,al.kadhmiyah,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.4,NA,10
2484,94acc645-57e9-44c7-82b5-bcb1ab408ab7,NA,26-Jul,baghdad,al.karkh,21,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.2,NA,10
2485,94ae8ae9-6a42-427c-9f32-dd09fcf11e3a,15271,5-Aug,NA,beygee,74,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.3,NA,10
2486,95d03759-b4e8-4b1f-b859-de38860c5753,NA,26-Jul,baghdad,al.karkh,16,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2487,95f0c0eb-101e-4f8a-ad74-9610c815c247,NA,18-Aug,erbil,koysinjaq,37,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12,NA,10
2488,960867e4-7321-42e1-b557-27ab7979106d,21453,6-Sep,NA,daquq,59,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.2,NA,10
2489,968049e8-37b3-4729-b008-18d39dc94311,NA,22-Jul,baghdad,al.adhamiya,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.3,NA,10
2490,97341e97-8b1c-44a3-bc43-e9fffd626a1e,NA,28-Jul,al.anbar,ana,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2491,976fac94-f5c8-4574-9ed1-7a6367c22069,25556,3-Sep,NA,kirkuk,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2492,97f98c23-e8a6-4c7c-becd-a9c7183b6a38,NA,22-Jul,baghdad,al.kadhmiyah,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.9,NA,10
2493,97feb073-160f-4531-bf71-df876817b765,NA,22-Jul,baghdad,al.kadhmiyah,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2494,983e2c30-94f9-4384-bb92-b3dfdb8437a8,NA,5-Aug,al.anbar,al.kaim,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.5,NA,10
2495,999536dd-2fa7-4909-b4ca-6fbef360d94e,NA,26-Jul,baghdad,al.mahmoudiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.6,NA,10
2496,99a99153-e6dd-47c2-8a6a-6659721b4ba0,29570,11-Aug,NA,khanaqin,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2497,99aa7e21-850d-4541-8882-00791d5acc7e,NA,9-Aug,salah.al.din,tikrit,17,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2498,9a0a46b8-0fbc-4b73-b1a1-2d304d6bc776,19070,21-Jul,NA,al.kut,2,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.9,NA,10
2499,9a3d4326-8597-48a9-8716-187cdc9d496a,NA,22-Jul,baghdad,al.kadhmiyah,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.2,NA,10
2500,9a48314d-a31e-411c-bf8e-b4cc30558d05,NA,23-Jul,baghdad,al.kadhmiyah,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.1,NA,10
2501,9a4e3b00-0077-4191-b49c-8c22b43d6cc7,NA,26-Jul,ninewa,al.baaj,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.9,NA,10
2502,9a8ed333-9c99-4bce-befb-3062b630e4f5,NA,27-Jul,ninewa,al.baaj,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.5,NA,10
2503,9acf2d67-42d9-4d52-9ce3-c206f00446f2,NA,22-Jul,baghdad,al.kadhmiyah,21,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.9,NA,10
2504,9b1e5c38-809c-4bb9-9530-08d4ba54571a,NA,28-Jul,al.anbar,ana,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,4.1,NA,10
2505,9b33a0f4-7ec7-4e68-9e7e-4095d43c5f62,NA,26-Jul,baghdad,al.mahmoudiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.4,NA,10
2506,9b919afd-47aa-44e0-96bc-f76fe7e40a49,11195,28-Jul,NA,al.khalis,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2507,9cb89fa8-8870-47d0-bd37-0416f8d1f4ec,NA,26-Jul,baghdad,al.mahmoudiya,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9,NA,10
2508,9cbc878c-f504-40df-815b-f93d211c3dc6,19555,28-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,0,NA,10
2509,9d3a032e-5141-44ed-9412-ef171ba23176,25678,10-Aug,NA,al.khalis,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8,NA,10
2510,9d776dd0-4fde-4acc-90fb-8cc1aa4b3ba7,NA,26-Jul,baghdad,al.mahmoudiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.5,NA,10
2511,9dbaa494-1399-4d7f-bd84-407f6a87477f,26075,9-Aug,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.9,NA,10
2511,7bbdfbf3-5df6-4d4d-af0a-39d319b1a114,15614,17-Sep,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.2,NA,10
2512,9dcc705c-734e-4eae-86a6-f709e43f9a98,NA,26-Jul,baghdad,al.mahmoudiya,24,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2513,9e2aa46a-db16-40df-9fb9-bca5d425e073,10445,28-Jul,NA,al.khalis,4,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2514,9e6a10e7-fd66-4562-b0d9-f6af136c3b01,NA,26-Jul,baghdad,al.mahmoudiya,30,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7,NA,10
2515,9e7665f8-b497-4719-b0f3-1b85bfa2dcf1,NA,23-Jul,baghdad,al.kadhmiyah,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2515,7ef8f88f-6576-4ac6-8489-ff4370837a92,219,16-Sep,NA,heet,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.7,NA,10
2516,9eab3d2b-cb6c-4dcd-8b6b-fd0163d1928f,NA,22-Jul,baghdad,al.kadhmiyah,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2517,9f40f960-78a8-4c8c-b4f4-f11fcb57f8a9,NA,23-Jul,diyala,al.muqdadiya,10,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.5,NA,10
2518,9f9235ec-c687-4b23-a801-a5cd4c05effa,NA,21-Jul,baghdad,al.adhamiya,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2519,a039a1be-903b-4a3b-8dd6-45c3a0fea83e,NA,28-Jul,ninewa,al.hamdaniya,6,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.7,NA,10
2520,a09a9ecb-a9a6-4c95-86ce-b5a8995aa6a0,NA,23-Jul,baghdad,al.kadhmiyah,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.9,NA,10
2521,a0d92ad2-ceee-4882-873c-2f4a8d106e7c,NA,22-Jul,baghdad,al.kadhmiyah,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.7,NA,10
2522,a153ad48-fb73-406a-bd30-8ca9518227bc,15242,26-Aug,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.6,NA,10
2523,a2cb32f6-fb21-4ed7-9049-8fdd96c65299,NA,23-Jul,baghdad,al.kadhmiyah,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.9,NA,10
2524,a30f5ccc-a332-492c-8257-fe476193abd6,NA,23-Jul,baghdad,al.kadhmiyah,16,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.7,NA,10
2525,a3781cb9-93c5-489e-b19a-e08dd297b66b,NA,20-Jul,salah.al.din,al.shirqat,6,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.1,NA,10
2526,a3972003-e0f4-4d0c-b608-9d588c36025f,NA,22-Jul,baghdad,al.kadhmiyah,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.2,NA,10
2527,a3a846ba-2141-4566-a0b3-9be62a5a33fb,NA,20-Jul,baghdad,al.kadhmiyah,12,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2528,a4c0e2cb-c807-4a2c-9198-7de3a15baf8a,25673,10-Aug,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.7,NA,10
2529,a5568d80-485c-4a73-ae48-c4389778370c,NA,23-Jul,baghdad,al.kadhmiyah,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.2,NA,10
2530,a5695296-f3ed-49ee-b7dd-34137517ef19,NA,22-Jul,baghdad,al.kadhmiyah,27,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.5,NA,10
2531,a59dd537-e717-48fa-bb7a-1a8fca9ff6e1,NA,26-Jul,baghdad,al.mahmoudiya,30,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.9,NA,10
2532,a5a5ba05-9f1b-47b1-8f7f-06a23721073d,24261,27-Jul,NA,al.kut,67,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2533,a68a492f-5750-43f9-b2d4-5af6c5b8a9c7,NA,26-Jul,baghdad,al.mahmoudiya,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.4,NA,10
2534,a7723600-ae58-49bd-8b90-bcb3ec24d37d,NA,26-Jul,baghdad,al.mahmoudiya,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.2,NA,10
2535,a78eef32-8385-4351-9f86-10462f6a7670,27275,30-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.8,NA,10
2536,a7e126a4-1a1b-44b7-bf02-ef1e75b848ee,NA,26-Jul,baghdad,al.mahmoudiya,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2537,a80f7f01-96de-4284-b51d-0d5adf30f164,22296,1-Jan,NA,kirkuk,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.1,NA,10
2538,aa31aad8-40df-4743-bff8-09382b1f4215,NA,23-Jul,baghdad,al.kadhmiyah,17,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.4,NA,10
2539,aad8e9b4-74ac-4248-bdcd-b4530b50296a,NA,23-Jul,baghdad,al.kadhmiyah,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7,NA,10
2540,aaf5fd83-aef5-4ec3-a73e-f390657e976a,19548,29-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.9,NA,10
2541,ab10945f-629e-45bc-bdea-f8c544101359,NA,28-Jul,al.anbar,ana,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.5,NA,10
2542,ab9e1c7c-5278-4815-b87e-bf2e22ee0a40,NA,26-Jul,baghdad,al.mahmoudiya,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7,NA,10
2543,abedfb12-aa8e-48b6-bded-2755b32853a5,NA,26-Jul,baghdad,al.mahmoudiya,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.6,NA,10
2544,ac5cbe00-6194-471c-92db-c80a08129256,NA,23-Jul,al.sulaymaniyah,dokan,35,interview_duration,"interviews for deletion, less than 12",Deleted,NA,4.1,NA,10
2545,acb83b99-d563-45ee-90ee-b3bb3e1550da,NA,22-Jul,baghdad,al.kadhmiyah,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.7,NA,10
2546,ae44c52b-57b4-415b-9493-da6152389e32,NA,22-Jul,baghdad,al.kadhmiyah,23,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9,NA,10
2547,b06b0243-9fd6-43c4-a3a8-a662aa1abebe,24914,27-Jul,NA,baquba,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2547,8c0748c3-81e6-41cf-8485-61dc56ad387d,NA,16-Sep,ninewa,al.hatra,98,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.1,NA,10
2548,b0c8378f-8ecf-411a-b568-ea17629631fd,25866,7-Aug,NA,tooz.khurmato,71,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.1,NA,10
2549,b206d29f-cd1e-4801-b20e-16d01e95bfbc,NA,22-Jul,baghdad,al.adhamiya,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.3,NA,10
2550,b25eba08-b0e1-4100-8020-daa61e36b7df,NA,26-Jul,baghdad,al.karkh,17,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2551,b2d31a8a-9261-4be6-8c99-2b0a8841267c,25678,10-Aug,NA,al.khalis,10,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.1,NA,10
2552,b385deb2-fcc7-48e7-b793-1e90662f326a,NA,27-Jul,ninewa,al.baaj,8,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.8,NA,10
2553,b4a1f648-e021-41da-9564-b16b6f11c900,NA,26-Jul,baghdad,al.mahmoudiya,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2554,b5436a7e-db57-4e07-b5f5-d9e910e12ef6,NA,22-Jul,baghdad,al.kadhmiyah,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2555,b6769340-0c47-4e2d-b06e-31fac2c31ea0,NA,22-Jul,baghdad,al.adhamiya,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.9,NA,10
2556,b716a99d-cb03-49f8-b95b-f2f0ee0d2ddf,NA,26-Jul,baghdad,al.karkh,23,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.6,NA,10
2557,b71b7069-7d92-4a53-8bac-ebdd7d5831b3,NA,28-Jul,al.anbar,ana,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12,NA,10
2558,b778e609-334e-4d4d-b796-bc893666ba08,25678,10-Aug,NA,al.khalis,10,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2559,b7a88448-6273-4760-b87b-347f5e810131,NA,28-Jul,al.anbar,ana,27,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.5,NA,10
2560,b7de2382-e858-4529-8c9c-4728f5a593a0,NA,28-Jul,al.anbar,ana,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,4.8,NA,10
2561,b8380a0e-bec4-4e2f-83c6-974583fad51c,25866,7-Aug,NA,tooz.khurmato,75,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2562,b83fb5ce-8e1c-400e-be12-c204a66785f5,NA,22-Jul,baghdad,al.kadhmiyah,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.1,NA,10
2563,b86d6652-07ab-43c9-8c18-636811fe1cbf,NA,26-Jul,baghdad,al.mahmoudiya,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.5,NA,10
2564,b975fc6d-5826-49b9-876c-718a6c7ec6cb,NA,22-Jul,baghdad,al.adhamiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.3,NA,10
2565,b9d9102b-9acf-4ba7-93d3-c40cfd123c33,NA,6-Aug,salah.al.din,balad,16,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.2,NA,10
2566,ba3ddb2c-7619-43e2-8b2b-35297a9d697f,NA,22-Jul,baghdad,al.adhamiya,26,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.7,NA,10
2567,ba5e9358-82c3-49e4-8d70-0f407adfc5cf,27278,26-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.7,NA,10
2568,baed0ae6-8e62-48e4-86f3-1c7e4fa4da43,10445,28-Jul,NA,al.khalis,8,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.5,NA,10
2569,bb305d4b-40dd-4266-81b0-22003b7aaefb,NA,28-Jul,al.anbar,ana,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.5,NA,10
2570,bb82f3a9-3cf4-4fe3-b47d-12bd00631c3c,NA,20-Jul,baghdad,al.adhamiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.9,NA,10
2571,bc271739-8a73-409a-a4a2-8f093f6ba610,NA,27-Jul,baghdad,al.mahmoudiya,22,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.4,NA,10
2572,bc3f9823-d233-4198-a89f-104876e38a2a,NA,27-Jul,baghdad,al.karkh,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.3,NA,10
2573,bcf7491c-9f5e-4cc1-87cd-8cbe8d8173a9,NA,23-Jul,baghdad,al.kadhmiyah,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.1,NA,10
2574,bd01f109-b1de-449f-8280-51ee80796db4,19555,28-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,0,NA,10
